id	primary_name	subordinate_name_1	subordinate_name_2	number	dates	qualifier	source_id	rules_id	sort_name	authority_id
1200	United States	Wage Stabilization Board	NULL	NULL	NULL	NULL	237	NULL	United States. Wage Stabilization Board	n91102187
1201	New York Teachers Guild	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Teachers Guild	n86076053
1202	International Jewish Labor Bund	NULL	NULL	NULL	NULL	NULL	237	NULL	International Jewish Labor Bund	n82164086
1203	Zhongguo gong chan dang	NULL	NULL	NULL	NULL	NULL	237	NULL	Zhongguo gong chan dang	n79090028
1204	Bay Area Communist Union (Calif.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Bay Area Communist Union (Calif.)	nb2008018050
1205	League of Revolutionary Struggle (M-L)	NULL	NULL	NULL	NULL	NULL	237	NULL	League of Revolutionary Struggle (M-L)	n84082355
1207	Spartacist League of the U.S.	NULL	NULL	NULL	NULL	NULL	237	NULL	Spartacist League of the U.S.	n80029011
1208	Class Struggle League	NULL	NULL	NULL	NULL	NULL	237	NULL	Class Struggle League	nr94001031
1210	Ballinakill Ceili Band	NULL	NULL	NULL	NULL	NULL	237	NULL	Ballinakill Ceili Band	no2007124442
1211	National PTA (U.S.)	NULL	NULL	NULL	NULL	NULL	237	241	National PTA (U.S.)	n82023772
1212	New York City Housing Authority	NULL	NULL	NULL	NULL	NULL	237	241	New York City Housing Authority	n82052584
1217	Young Socialist Alliance (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Young Socialist Alliance (U.S.)	n86071883
1218	Cultural Correspondence (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Cultural Correspondence (Organization)	n88619865
1220	Kingsborough Community College	NULL	NULL	NULL	NULL	NULL	237	NULL	Kingsborough Community College	n84002929
1228	American Indian Movement	NULL	NULL	NULL	NULL	NULL	237	242	American Indian Movement	n82024042
1229	America First Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	America First Committee	n88116780
1230	Keep America Out of War Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	Keep America Out of War Congress	n90662975
1231	Provisional Committee Toward a Democratic Peace	NULL	NULL	NULL	NULL	NULL	237	NULL	Provisional Committee Toward a Democratic Peace	n90691365
1232	Post War World Council	NULL	NULL	NULL	NULL	NULL	237	NULL	Post War World Council	n90691369
1233	Aires Bucaneros (Musical group)	NULL	NULL	NULL	NULL	NULL	237	241	Aires Bucaneros (Musical group)	no98025738
1234	William J. Burns International Detective Agency	NULL	NULL	NULL	NULL	NULL	237	241	William J. Burns International Detective Agency	n2002126138
1235	Cork Workers' Club	NULL	NULL	NULL	NULL	NULL	237	NULL	Cork Workers' Club	nb2006011418
1236	ACT UP New York (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	ACT UP New York (Organization)	nr95038436
1237	Industrial Union League (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Industrial Union League (U.S.)	no88000738
1238	Young Workers Liberation League	NULL	NULL	NULL	NULL	NULL	237	NULL	Young Workers Liberation League	no99072528
1239	Communist Workers Party (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist Workers Party (U.S.)	n81099460
1240	Radio Free Europe	NULL	NULL	NULL	NULL	NULL	237	NULL	Radio Free Europe	n80066189
1245	Kommounistikon Komma tēs Hellados	NULL	NULL	NULL	NULL	NULL	237	NULL	Kommounistikon Komma tēs Hellados	n82075671
1251	Bakery, Confectionery, and Tobacco Workers International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Bakery, Confectionery, and Tobacco Workers International Union	n85299005
1267	Socialistic Labor Party (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialistic Labor Party (U.S.)	n87836875
1270	United Irishmen	NULL	NULL	NULL	NULL	NULL	237	NULL	United Irishmen	n82071965
1273	International Confederation of Free Trade Unions	NULL	NULL	NULL	NULL	NULL	237	NULL	International Confederation of Free Trade Unions	n80085321
1277	National Bureau of Economic Research	NULL	NULL	NULL	NULL	NULL	237	NULL	National Bureau of Economic Research	n79139286
1278	New York (N.Y.)	City Council	NULL	NULL	NULL	NULL	237	NULL	New York (N.Y.). City Council	n83029504
1279	National Conference on Housing (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Conference on Housing (U.S.)	no93010713
1281	New Ireland Forum	NULL	NULL	NULL	NULL	NULL	237	NULL	New Ireland Forum	n83182690
1282	Sarah Lawrence College	NULL	NULL	NULL	NULL	NULL	237	NULL	Sarah Lawrence College	n80009788
1286	Up Against the Wall Motherfuckers (Gang)	NULL	NULL	NULL	NULL	NULL	237	NULL	Up Against the Wall Motherfuckers (Gang)	n2008050800
1287	Communist Party of Great Britain	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist Party of Great Britain	n80076408
1288	American Newspaper Guild	NULL	NULL	NULL	NULL	NULL	237	NULL	American Newspaper Guild	n50063583
1289	National Caucus of Labor Committees (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Caucus of Labor Committees (U.S.)	no90022505
1290	Communist Party of the United States of America	Young Pioneers	NULL	NULL	NULL	NULL	237	NULL	Communist Party of the United States of America. Young Pioneers	n98068696
1299	New England Free Press	NULL	NULL	NULL	NULL	NULL	237	NULL	New England Free Press	nb2006014806
1300	Progressive Labor Party	NULL	NULL	NULL	NULL	NULL	237	NULL	Progressive Labor Party	n50077053
1309	New York (N.Y.)	Board of Education	Bureau of Child Guidance	NULL	NULL	NULL	237	NULL	New York (N.Y.). Board of Education. Bureau of Child Guidance	no2008120470
1310	Young Women's Hebrew Association (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Young Women's Hebrew Association (New York, N.Y.)	nr97035834
1311	Young Men's Hebrew Association (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Young Men's Hebrew Association (New York, N.Y.)	n00073580
1312	National Jewish Welfare Board	New York Branch	NULL	NULL	NULL	NULL	237	NULL	National Jewish Welfare Board. New York Branch	n98006482
1314	Japanese American National Museum (Los Angeles, Calif.)	NULL	NULL	NULL	NULL	NULL	237	242	Japanese American National Museum (Los Angeles, Calif.)	n92100598
1317	Butterick Fashion Marketing Co.	NULL	NULL	NULL	NULL	NULL	237	242	Butterick Fashion Marketing Co.	n80010042
1324	United Steelworkers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Steelworkers of America	n80049653
1325	YMCA of Los Angeles	NULL	NULL	NULL	NULL	NULL	237	242	YMCA of Los Angeles	n79116363
1327	International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America	Local 1112 (Lordstown, Ohio)	NULL	NULL	NULL	NULL	237	NULL	International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America. Local 1112 (Lordstown, Ohio)	n91023551
1330	Jewish People's Philharmonic Chorus	NULL	NULL	NULL	NULL	NULL	237	NULL	Jewish People's Philharmonic Chorus	n2002070407
1337	Distributive, Processing, and Office Workers of America	District 65	NULL	NULL	NULL	NULL	237	NULL	Distributive, Processing, and Office Workers of America. District 65	n92081159
1341	American Birth Control League	NULL	NULL	NULL	NULL	NULL	237	NULL	American Birth Control League	n82040143
1342	American Social Hygiene Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Social Hygiene Association	n83030958
1345	Society for Constructive Birth Control and Racial Progress (Great Britain)	NULL	NULL	NULL	NULL	NULL	237	NULL	Society for Constructive Birth Control and Racial Progress (Great Britain)	no91025888
1347	Freethinkers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Freethinkers of America	nr92032179
1348	Thomas Paine Society	NULL	NULL	NULL	NULL	NULL	237	NULL	Thomas Paine Society	n85263419
1350	Tiffany and Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Tiffany and Company	n80118439
1353	National Alliance against Racist and Political Repression (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Alliance against Racist and Political Repression (U.S.)	n84042351
1355	Mobilization for Survival (Organization)	NULL	NULL	NULL	NULL	NULL	237	242	Mobilization for Survival (Organization)	n85232924
1357	PRO-Peace (Organization)	NULL	NULL	NULL	NULL	NULL	237	241	PRO-Peace (Organization)	n90719120
1359	New York City Charter Revision Commission (1986-1988)	NULL	NULL	NULL	NULL	NULL	237	NULL	New York City Charter Revision Commission (1986-1988)	n86076513
1361	American Youth Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	American Youth Congress	n91047043
1367	Council on International and Public Affairs (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Council on International and Public Affairs (U.S.)	n77009860
1368	New York Marxist School	Science Task Force	NULL	NULL	NULL	NULL	237	NULL	New York Marxist School. Science Task Force	n85021350
1371	International Coalition for Justice in Bhopal	NULL	NULL	NULL	NULL	NULL	237	NULL	International Coalition for Justice in Bhopal	n89241545
1373	Union Carbide Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	Union Carbide Corporation	n80098528
1374	Union Carbide Ltd. (India)	NULL	NULL	NULL	NULL	NULL	237	NULL	Union Carbide Ltd. (India)	n85030423
1378	American Slav Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	American Slav Congress	n91119860
1389	Redstockings, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Redstockings, Inc.	no2001093322
1390	New York Radical Feminists	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Radical Feminists	no2006052179
1392	Revolutionary Marxist Group	NULL	NULL	NULL	NULL	NULL	237	NULL	Revolutionary Marxist Group	n50064442
1393	Workers League (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Workers League (U.S.)	nr91014379
1394	Revolutionary Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Revolutionary Union	n87152661
1395	Health/PAC	NULL	NULL	NULL	NULL	NULL	237	NULL	Health/PAC	n50056536
1398	Pacifica Radio	NULL	NULL	NULL	NULL	NULL	237	NULL	Pacifica Radio	n91021382
1403	National Union of Hospital and Nursing Home Employees	Local 1199 Drug & Hospital Union (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	National Union of Hospital and Nursing Home Employees. Local 1199 Drug & Hospital Union (New York, N.Y.)	nr91038650
1404	Service Employees International Union	Local 1199 (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	Service Employees International Union. Local 1199 (New York, N.Y.)	n2008183298
1405	Bryn Mawr Summer School for Women Workers in Industry	NULL	NULL	NULL	NULL	NULL	237	NULL	Bryn Mawr Summer School for Women Workers in Industry	n2003113465
1408	McNulty Family (Musical group)	NULL	NULL	NULL	NULL	NULL	237	NULL	McNulty Family (Musical group)	no98043119
1409	British Information Services	NULL	NULL	NULL	NULL	NULL	237	NULL	British Information Services	n79004218
1412	Chinese-American Planning Council (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Chinese-American Planning Council (New York, N.Y.)	nr92023908
1413	Sinn Fein the Workers' Party	NULL	NULL	NULL	NULL	NULL	237	NULL	Sinn Fein the Workers' Party	nr93022919
1414	Irish Republican Socialist Party	NULL	NULL	NULL	NULL	NULL	237	NULL	Irish Republican Socialist Party	nr91023299
1418	Urban League of Greater New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Urban League of Greater New York	n86848767
1419	Young Democrats of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Young Democrats of America	n91113168
1421	Citizens Party (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Citizens Party (U.S.)	n88669364
1422	Greens/Green Party USA	NULL	NULL	NULL	NULL	NULL	237	NULL	Greens/Green Party USA	no93023570
1431	Socialist Party of Ohio	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialist Party of Ohio	no2004009046
1432	American Youth for Democracy	NULL	NULL	NULL	NULL	NULL	237	NULL	American Youth for Democracy	n82227296
1433	New Utrecht High School	NULL	NULL	NULL	NULL	NULL	237	NULL	New Utrecht High School	n83157378
1435	League for Mutual Aid (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	League for Mutual Aid (U.S.)	n91068524
1436	Modern School (Stelton, N.J.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Modern School (Stelton, N.J.)	n85346298
1440	Institute for Policy Studies	NULL	NULL	NULL	NULL	NULL	237	NULL	Institute for Policy Studies	n79065228
1443	Civilian Conservation Corps (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Civilian Conservation Corps (U.S.)	n79099497
1444	Communist Party of the United States of America (Mich.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist Party of the United States of America (Mich.)	nr92027664
1445	African National Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	African National Congress	n80119817
1451	Time, inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Time, inc.	n79122379
1452	Lenox Hill Hospital	NULL	NULL	NULL	NULL	NULL	237	NULL	Lenox Hill Hospital	n79113972
1455	Newsweek, inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Newsweek, inc.	n79110561
1457	Foreign Policy Association	NULL	NULL	NULL	NULL	NULL	237	NULL	Foreign Policy Association	n79110461
1462	New York State Federation of Labor	NULL	NULL	NULL	NULL	NULL	237	NULL	New York State Federation of Labor	nr99017595
1465	Media Entertainment, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Media Entertainment, Inc.	nr00024907
1466	United States	Central Command	NULL	NULL	NULL	NULL	237	NULL	United States. Central Command	n83187829
1468	United States	Joint Task Force Guantánamo	NULL	NULL	NULL	NULL	237	NULL	United States. Joint Task Force Guantánamo	no2005085749
1471	Workers Library Publishers	NULL	NULL	NULL	NULL	NULL	237	NULL	Workers Library Publishers	nr98040599
1472	United States	Internal Security Act of 1950	NULL	NULL	NULL	NULL	237	NULL	United States. Internal Security Act of 1950	no2015006032
1499	American Social History Productions, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	American Social History Productions, Inc.	no2002053957
1500	Refuse & Resist! (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Refuse & Resist! (Organization)	no2010154983
1501	Jewish Liberation Project (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	241	Jewish Liberation Project (New York, N.Y.)	no97065314
1503	Grove Press	NULL	NULL	NULL	NULL	NULL	237	NULL	Grove Press	n50081668
1504	Nicaragua Solidarity Network of Greater New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Nicaragua Solidarity Network of Greater New York	no2002019563
1506	American Federation of Technical Engineers	NULL	NULL	NULL	NULL	NULL	237	NULL	American Federation of Technical Engineers	nr97030076
1507	Foster Wheeler Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	Foster Wheeler Corporation	n85176385
1508	General Bronze Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	General Bronze Corporation	n98102542
1509	R. Hoe & Company	NULL	NULL	NULL	NULL	NULL	237	NULL	R. Hoe & Company	n79127037
1510	Lummus Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Lummus Company	n79081528
1511	Mergenthaler Linotype Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Mergenthaler Linotype Company	n83046827
1512	Port Authority of New York and New Jersey	NULL	NULL	NULL	NULL	NULL	237	NULL	Port Authority of New York and New Jersey	n79091601
1516	Port of New York Authority	NULL	NULL	NULL	NULL	NULL	237	NULL	Port of New York Authority	n79091602
1517	Lederle Laboratories	NULL	NULL	NULL	NULL	NULL	237	NULL	Lederle Laboratories	n82087096
1518	S. S. White Company	NULL	NULL	NULL	NULL	NULL	237	NULL	S. S. White Company	no99049676
1523	American Theatre Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Theatre Association	n80005794
1526	Amalgamated Lithographers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Amalgamated Lithographers of America	n88666045
1527	Voice of America (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Voice of America (Organization)	n80051822
1529	Postal Union of Manhattan-Bronx Clerks	NULL	NULL	NULL	NULL	NULL	237	NULL	Postal Union of Manhattan-Bronx Clerks	no2007108326
1530	Manhattan-Bronx Postal Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Manhattan-Bronx Postal Union	no2007108335
1531	United States Postal Service	NULL	NULL	NULL	NULL	NULL	237	NULL	United States Postal Service	n80013137
1536	Coach Leatherware (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Coach Leatherware (Firm)	n89608867
1539	Association of Records Managers and Administrators	NULL	NULL	NULL	NULL	NULL	237	NULL	Association of Records Managers and Administrators	n81013971
1541	United Technologies Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	United Technologies Corporation	n78030221
1542	Lockheed Aircraft Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	Lockheed Aircraft Corporation	n50000588
1543	Delta Air Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	Delta Air Corporation	nr93018104
1544	Harvard crimson	NULL	NULL	NULL	NULL	NULL	237	NULL	Harvard crimson	n80066003
1545	Harvard University	NULL	NULL	NULL	NULL	NULL	237	NULL	Harvard University	n78096930
1547	Lincoln University (Pa.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Lincoln University (Pa.)	n50075128
1552	United Cloth Hat and Cap Makers of North America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Cloth Hat and Cap Makers of North America	n87915515
1554	National Millinery Planning Board (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Millinery Planning Board (U.S.)	n88288333
1560	Community Action for Legal Services	NULL	NULL	NULL	NULL	NULL	237	NULL	Community Action for Legal Services	n86819503
1567	United States	Occupational Safety and Health Administration	NULL	NULL	NULL	NULL	237	NULL	United States. Occupational Safety and Health Administration	n80020661
1569	United University Professions (Association : N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	United University Professions (Association : N.Y.)	n80021437
1570	New York (State)	Public Employment Relations Board	NULL	NULL	NULL	NULL	237	NULL	New York (State). Public Employment Relations Board	n50077610
1574	University of San Francisco	Institute for Nonprofit Organization Management	NULL	NULL	NULL	NULL	237	NULL	University of San Francisco. Institute for Nonprofit Organization Management	n86124645
1575	Youth Project (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Youth Project (U.S.)	n77013169
1578	National Writers Union (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Writers Union (U.S.)	n90708187
1581	Google Library Project	NULL	NULL	NULL	NULL	NULL	237	NULL	Google Library Project	no2009001077
1589	Movement Support Network (Center for Constitutional Rights)	NULL	NULL	NULL	NULL	NULL	237	NULL	Movement Support Network (Center for Constitutional Rights)	n89636384
1595	Communist Party of the United States of America	Jewish Commission	NULL	NULL	NULL	NULL	237	NULL	Communist Party of the United States of America. Jewish Commission	no2010166614
1598	Christian Anti-Communism Crusade	NULL	NULL	NULL	NULL	NULL	237	NULL	Christian Anti-Communism Crusade	n96041390
1599	Ku Klux Klan (1915- )	NULL	NULL	NULL	NULL	NULL	237	NULL	Ku Klux Klan (1915- )	n80076145
1601	Tapol (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Tapol (Organization)	n90664119
1602	Tapol--USA (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Tapol--USA (Organization)	no2004058928
1603	Amnesty International	NULL	NULL	NULL	NULL	NULL	237	NULL	Amnesty International	n79055337
1616	International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America	n80073732
1619	Democratic Socialists of America	Youth Section	NULL	NULL	NULL	NULL	237	NULL	Democratic Socialists of America. Youth Section	nr89003660
1620	Democratic Party (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Democratic Party (U.S.)	n79054058
1631	NYNEX Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	NYNEX Corporation	nr89004072
1635	Food, Tobacco, Agricultural, and Allied Workers Union of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Food, Tobacco, Agricultural, and Allied Workers Union of America	n88159627
1639	Arizona State University	NULL	NULL	NULL	NULL	NULL	237	241	Arizona State University	n79034872
1645	Institute for Democratic Socialism (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Institute for Democratic Socialism (U.S.)	n82114506
1646	Socialist International Women (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialist International Women (Organization)	n89133523
1647	International Union of Socialist Youth	NULL	NULL	NULL	NULL	NULL	237	NULL	International Union of Socialist Youth	n50067488
1648	Southern New England Telephone Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Southern New England Telephone Company	n85815802
1649	Bread & Roses (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Bread & Roses (Organization)	n95077962
1652	Female Liberation, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Female Liberation, Inc.	n96103971
1653	Cell 16 (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Cell 16 (Organization)	n96103948
1654	Black Mask (Group of artists)	NULL	NULL	NULL	NULL	NULL	237	NULL	Black Mask (Group of artists)	n2012031183
1657	Lincoln Center for the Performing Arts	NULL	NULL	NULL	NULL	NULL	237	NULL	Lincoln Center for the Performing Arts	n80073818
1658	Laborers' International Union of North America	NULL	NULL	NULL	NULL	NULL	237	241	Laborers' International Union of North America	n80147001
1659	Union of Needletrades, Industrial and Textile Employees	NULL	NULL	NULL	NULL	NULL	237	241	Union of Needletrades, Industrial and Textile Employees	nr95032552
1661	United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry	NULL	NULL	NULL	NULL	NULL	237	241	United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry	n50078765
1662	Verizon	NULL	NULL	NULL	NULL	NULL	237	NULL	Verizon	no2002081421
1666	Asian American Arts Centre	NULL	NULL	NULL	NULL	NULL	237	NULL	Asian American Arts Centre	no94006375
1667	Basement Workshop	NULL	NULL	NULL	NULL	NULL	237	NULL	Basement Workshop	no96019767
1671	Metropolitan Music School (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Metropolitan Music School (New York, N.Y.)	no2007006810
1673	Association of American Cultures	NULL	NULL	NULL	NULL	NULL	237	NULL	Association of American Cultures	no00089369
1674	Crass (Musical group)	NULL	NULL	NULL	NULL	NULL	237	NULL	Crass (Musical group)	n87890520
1676	Asian Arts Institute	NULL	NULL	NULL	NULL	NULL	237	NULL	Asian Arts Institute	n85312148
1680	Asian American Arts Alliance	NULL	NULL	NULL	NULL	NULL	237	NULL	Asian American Arts Alliance	no00092807
1683	Church League of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Church League of America	n79064604
1684	American Federation of Radio Artists	NULL	NULL	NULL	NULL	NULL	237	242	American Federation of Radio Artists	no96028676
1687	Occupy Wall Street (Movement)	NULL	NULL	NULL	NULL	NULL	237	NULL	Occupy Wall Street (Movement)	no2011173311
1688	MARHO (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	MARHO (Organization)	n80058643
1691	American Press Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Press Association	n96007334
1700	New College of California	NULL	NULL	NULL	NULL	NULL	237	241	New College of California	n86831871
1703	Greater New York Fund	NULL	NULL	NULL	NULL	NULL	237	241	Greater New York Fund	n83124848
1706	United Front of Cairo	NULL	NULL	NULL	NULL	NULL	237	242	United Front of Cairo	no97030616
1710	United Housing Foundation (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	United Housing Foundation (New York, N.Y.)	n95012599
1712	New York (N.Y.)	Taxi and Limousine Commission	NULL	NULL	NULL	NULL	237	242	New York (N.Y.). Taxi and Limousine Commission	n93029964
1716	International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America	Ford Local 600	NULL	NULL	NULL	NULL	237	NULL	International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America. Ford Local 600	n91031672
1719	Peace People (Belfast, Northern Ireland)	NULL	NULL	NULL	NULL	NULL	237	NULL	Peace People (Belfast, Northern Ireland)	n94067679
1722	National Committee to Abolish the House Un-American Activities Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	National Committee to Abolish the House Un-American Activities Committee	n88609710
1724	SBC Communications	NULL	NULL	NULL	NULL	NULL	237	242	SBC Communications	n95109957
1726	Community Service Society of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Community Service Society of New York	n79099143
1727	Urban Homesteading Assistance Board (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Urban Homesteading Assistance Board (New York, N.Y.)	n79001829
1728	Southern Conference Educational Fund	NULL	NULL	NULL	NULL	NULL	237	NULL	Southern Conference Educational Fund	n50078277
1730	Prometheus Research Library	NULL	NULL	NULL	NULL	NULL	237	NULL	Prometheus Research Library	n88159044
1731	United Shoe Workers of America	NULL	NULL	NULL	NULL	NULL	237	242	United Shoe Workers of America	n96062199
1736	National Association of Social Workers	NULL	NULL	NULL	NULL	NULL	237	241	National Association of Social Workers	n79097410
1738	Brooklyn Tuberculosis and Lung Association	NULL	NULL	NULL	NULL	NULL	237	241	Brooklyn Tuberculosis and Lung Association	n89601141
1740	Lower East Side Tenement Museum	NULL	NULL	NULL	NULL	NULL	237	241	Lower East Side Tenement Museum	n97003909
1742	Albion College	NULL	NULL	NULL	NULL	NULL	237	NULL	Albion College	n86812068
1743	National Jewish Community Relations Advisory Council (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Jewish Community Relations Advisory Council (U.S.)	n78035196
1747	National Committee Against Discrimination in Housing	NULL	NULL	NULL	NULL	NULL	237	NULL	National Committee Against Discrimination in Housing	n80080268
1755	World Federation of Democratic Youth	NULL	NULL	NULL	NULL	NULL	237	242	World Federation of Democratic Youth	n50067850
1757	International Union of Students	NULL	NULL	NULL	NULL	NULL	237	242	International Union of Students	n50067483
1758	Sozialdemokratische Partei Deutschlands	NULL	NULL	NULL	NULL	NULL	237	242	Sozialdemokratische Partei Deutschlands	n80067141
1759	Kommunistische Partei Deutschlands	NULL	NULL	NULL	NULL	NULL	237	242	Kommunistische Partei Deutschlands	n81029821
1760	Sozialistischer Deutscher Studentenbund	NULL	NULL	NULL	NULL	NULL	237	242	Sozialistischer Deutscher Studentenbund	nr88007723
1761	Federación Internacional de Juventudes Libertarias	NULL	NULL	NULL	NULL	NULL	237	242	Federación Internacional de Juventudes Libertarias	nr93042964
1762	Peace Pledge Union	NULL	NULL	NULL	NULL	NULL	237	242	Peace Pledge Union	n88677811
1763	Anarchist Black Cross	NULL	NULL	NULL	NULL	NULL	237	242	Anarchist Black Cross	nr90016037
1764	SWAPO	NULL	NULL	NULL	NULL	NULL	237	242	SWAPO	n78026524
1765	Internationalist Workers Party (Fourth International)	NULL	NULL	NULL	NULL	NULL	237	242	Internationalist Workers Party (Fourth International)	no89017380
1766	CST (Organization)	NULL	NULL	NULL	NULL	NULL	237	242	CST (Organization)	n82065663
1767	Frente Sandinista de Liberación Nacional	NULL	NULL	NULL	NULL	NULL	237	242	Frente Sandinista de Liberación Nacional	n50000584
1768	Movimento Popular de Libertação de Angola	NULL	NULL	NULL	NULL	NULL	237	242	Movimento Popular de Libertação de Angola	n50005868
1770	International-Communist League	NULL	NULL	NULL	NULL	NULL	237	242	International-Communist League	n87888442
1771	Movimento de Esquerda Socialista	NULL	NULL	NULL	NULL	NULL	237	242	Movimento de Esquerda Socialista	no2003110070
1774	Arbetaren	NULL	NULL	NULL	NULL	NULL	237	242	Arbetaren	n79054662
1775	Sovetskiĭ komitet zashchity mira	NULL	NULL	NULL	NULL	NULL	237	242	Sovetskiĭ komitet zashchity mira	n82005924
1776	Frente Farabundo Martí para la Liberación Nacional	NULL	NULL	NULL	NULL	NULL	237	242	Frente Farabundo Martí para la Liberación Nacional	n82076069
1777	Ethiopian Students Union in North America	NULL	NULL	NULL	NULL	NULL	237	242	Ethiopian Students Union in North America	no99067864
