id	primary_name	subordinate_name_1	subordinate_name_2	number	dates	qualifier	source_id	rules_id	sort_name	authority_id
2	Commercial Telephone Workers Union (Illinois)	NULL	NULL	NULL	NULL	NULL	237	NULL	Commercial Telephone Workers Union (Illinois)	no94041918
8	Western Electric Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Western Electric Company	n50064949
13	Liberty University	NULL	NULL	NULL	NULL	NULL	237	NULL	Liberty University	no2007063831
16	Chicago Historical Society	NULL	NULL	NULL	NULL	NULL	237	NULL	Chicago Historical Society	n79106194
17	Women's International League for Peace and Freedom	NULL	NULL	NULL	NULL	NULL	237	242	Women's International League for Peace and Freedom	n50081271
21	Screen Actors Guild	NULL	NULL	NULL	NULL	NULL	237	NULL	Screen Actors Guild	n80161606
28	Italian Actors Union	NULL	NULL	NULL	NULL	NULL	236	NULL	Italian Actors Union	no2011122300
30	Friends of the Abraham Lincoln Brigade	NULL	NULL	NULL	NULL	NULL	237	NULL	Friends of the Abraham Lincoln Brigade	nr99000072
31	Medical Bureau and North American Committee to Aid Spanish Democracy	NULL	NULL	NULL	NULL	NULL	237	NULL	Medical Bureau and North American Committee to Aid Spanish Democracy	nr98040185
34	National Emergency Civil Liberties Committee (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Emergency Civil Liberties Committee (U.S.)	n82217470
35	Amalgamated Ladies' Garment Cutters' Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Amalgamated Ladies' Garment Cutters' Union	nr92008115
38	American Federation of Musicians	NULL	NULL	NULL	NULL	NULL	237	NULL	American Federation of Musicians	n81132258
41	Metropolitan Opera (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Metropolitan Opera (New York, N.Y.)	n50074748
45	Veterans of the Abraham Lincoln Brigade	Bay Area Post	NULL	NULL	NULL	NULL	237	NULL	Veterans of the Abraham Lincoln Brigade. Bay Area Post	nr93015926
46	Medical Bureau to Aid Spanish Democracy	NULL	NULL	NULL	NULL	NULL	237	NULL	Medical Bureau to Aid Spanish Democracy	nr98043919
47	North American Committee to Aid Spanish Democracy	NULL	NULL	NULL	NULL	NULL	237	NULL	North American Committee to Aid Spanish Democracy	nr98043925
50	American Association for a Democratic Germany	NULL	NULL	NULL	NULL	NULL	237	NULL	American Association for a Democratic Germany	n88172765
52	Hebrew Sheltering and Immigrant Aid Society of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Hebrew Sheltering and Immigrant Aid Society of America	n81056550
53	Institute of Pacific Relations	NULL	NULL	NULL	NULL	NULL	237	NULL	Institute of Pacific Relations	n80075891
54	International Rescue Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	International Rescue Committee	n80073837
55	Union for Democratic Action	NULL	NULL	NULL	NULL	NULL	237	NULL	Union for Democratic Action	n97059477
57	International Publishers	NULL	NULL	NULL	NULL	NULL	237	NULL	International Publishers	nr90024785
59	Communist Party of the United States of America	Negro Commission	NULL	NULL	NULL	NULL	237	NULL	Communist Party of the United States of America. Negro Commission	n88638079
61	American Negro Labor Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	American Negro Labor Congress	no98121319
64	Hotel and Restaurant Employees International Alliance	NULL	NULL	NULL	NULL	NULL	237	NULL	Hotel and Restaurant Employees International Alliance	n86111367
66	National Negro Congress (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Negro Congress (U.S.)	n86054061
71	International Association for Cultural Freedom	NULL	NULL	NULL	NULL	NULL	237	NULL	International Association for Cultural Freedom	n50057659
72	Congress for Cultural Freedom	NULL	NULL	NULL	NULL	NULL	237	NULL	Congress for Cultural Freedom	n50057660
76	United Nations Association	NULL	NULL	NULL	NULL	NULL	237	NULL	United Nations Association	n83175946
79	Chorus Equity Association	NULL	NULL	NULL	NULL	NULL	237	NULL	Chorus Equity Association	nr88012166
81	Equity Library Theatre (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Equity Library Theatre (New York, N.Y.)	n2004115834
83	AFSCME	NULL	NULL	NULL	NULL	NULL	237	242	AFSCME	n81056646
84	New York (N.Y.)	Board of Education	NULL	NULL	NULL	NULL	237	NULL	New York (N.Y.). Board of Education	n79032074
85	New York City Health and Hospitals Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	New York City Health and Hospitals Corporation	n80119366
86	Association of Black Social Workers	NULL	NULL	NULL	NULL	NULL	237	NULL	Association of Black Social Workers	no95031977
87	Central Utah Relocation Center	NULL	NULL	NULL	NULL	NULL	237	NULL	Central Utah Relocation Center	n82167302
88	Chinese Progressive Association (San Francisco, Calif.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Chinese Progressive Association (San Francisco, Calif.)	nr2003037629
89	Franklin Delano Roosevelt Memorial Commission	NULL	NULL	NULL	NULL	NULL	237	NULL	Franklin Delano Roosevelt Memorial Commission	n79055607
90	Heart Mountain Relocation Center (Wyo.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Heart Mountain Relocation Center (Wyo.)	n85050128
92	Inoue Chamber Ensemble	NULL	NULL	NULL	NULL	NULL	237	NULL	Inoue Chamber Ensemble	nr97036253
93	Japanese American Association of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Japanese American Association of New York	n2009160186
97	Japanese American Citizens' League	NULL	NULL	NULL	NULL	NULL	237	NULL	Japanese American Citizens' League	n82001377
98	Kansei Gakuin Daigaku	NULL	NULL	NULL	NULL	NULL	237	NULL	Kansei Gakuin Daigaku	n81110718
99	National Rainbow Coalition (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Rainbow Coalition (U.S.)	no93001581
102	Nihon Kyōsantō	NULL	NULL	NULL	NULL	NULL	237	NULL	Nihon Kyōsantō	n80049718
103	Tōkyō Ginkō	NULL	NULL	NULL	NULL	NULL	237	NULL	Tōkyō Ginkō	n81047084
104	United States	Office of Strategic Services	NULL	NULL	NULL	NULL	237	NULL	United States. Office of Strategic Services	n80030466
105	U.S.ENGLISH (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	U.S.ENGLISH (Organization)	n92013147
108	American Bakery and Confectionery Workers' International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	American Bakery and Confectionery Workers' International Union	n80154549
113	Beth Israel Medical Center (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Beth Israel Medical Center (New York, N.Y.)	n83154893
114	Medical Committee for Human Rights (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Medical Committee for Human Rights (U.S.)	n83029607
116	Bread and Roses Cultural Project	NULL	NULL	NULL	NULL	NULL	237	NULL	Bread and Roses Cultural Project	n85195347
118	Indian Hill Music Camp (Stockbridge, Mass.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Indian Hill Music Camp (Stockbridge, Mass.)	n93062404
120	International Workers Order	NULL	NULL	NULL	NULL	NULL	237	NULL	International Workers Order	n80020457
121	Communist International	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist International	n79011074
124	Allied Forces	Supreme Headquarters	Psychological Warfare Division	NULL	NULL	NULL	237	NULL	Allied Forces. Supreme Headquarters. Psychological Warfare Division	n50064291
125	Progressive Party (U.S. : 1948)	NULL	NULL	NULL	NULL	NULL	237	NULL	Progressive Party (U.S. : 1948)	n85023871
126	Student Nonviolent Coordinating Committee (U.S.)	NULL	NULL	NULL	NULL	NULL	237	242	Student Nonviolent Coordinating Committee (U.S.)	n50010550
130	Cloth Hat, Cap, and Millinery Workers' International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Cloth Hat, Cap, and Millinery Workers' International Union	n87915516
132	International Brotherhood of Teamsters, Chauffeurs, Warehousemen, and Helpers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	International Brotherhood of Teamsters, Chauffeurs, Warehousemen, and Helpers of America	n79058450
133	International Fur and Leather Workers Union of the United States and Canada	NULL	NULL	NULL	NULL	NULL	237	NULL	International Fur and Leather Workers Union of the United States and Canada	n85282642
134	International Union of Mine, Mill, and Smelter Workers	NULL	NULL	NULL	NULL	NULL	237	NULL	International Union of Mine, Mill, and Smelter Workers	n83019774
135	International Union, United Automobile, Aircraft, and Agricultural Implement Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	International Union, United Automobile, Aircraft, and Agricultural Implement Workers of America	n91020429
137	Trade Union Educational League (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Trade Union Educational League (U.S.)	n83041544
138	Trade Union Unity League (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Trade Union Unity League (U.S.)	n83228857
140	United Electrical, Radio and Machine Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Electrical, Radio and Machine Workers of America	n50057790
141	United Mine Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Mine Workers of America	n50062445
142	United Packinghouse Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Packinghouse Workers of America	n50078768
143	United Public Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Public Workers of America	n85290164
147	Americans for Democratic Action	NULL	NULL	NULL	NULL	NULL	237	NULL	Americans for Democratic Action	n81125979
149	No-Conscription Fellowship	NULL	NULL	NULL	NULL	NULL	237	NULL	No-Conscription Fellowship	n80153971
150	American Veterans Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	American Veterans Committee	n83030875
151	John Birch Society	NULL	NULL	NULL	NULL	NULL	237	NULL	John Birch Society	n50082514
152	Boston Housing Authority	NULL	NULL	NULL	NULL	NULL	237	NULL	Boston Housing Authority	n86065041
156	United States Commission on Civil Rights	NULL	NULL	NULL	NULL	NULL	237	NULL	United States Commission on Civil Rights	n78095778
157	Institute for Social Ecology (Plainfield, Vt.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Institute for Social Ecology (Plainfield, Vt.)	n88097883
158	Left Green Network (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Left Green Network (U.S.)	no93023568
160	Internationale situationniste	NULL	NULL	NULL	NULL	NULL	237	NULL	Internationale situationniste	n82163080
162	Socialist Workers Party	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialist Workers Party	n79063200
163	Pathfinder Press	NULL	NULL	NULL	NULL	NULL	237	NULL	Pathfinder Press	n98104369
165	United States	Army	NULL	NULL	NULL	NULL	237	NULL	United States. Army	n79063202
166	Greenham Common Women's Peace Camp	NULL	NULL	NULL	NULL	NULL	237	NULL	Greenham Common Women's Peace Camp	nr98014030
170	Coalition of Black Trade Unionists (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Coalition of Black Trade Unionists (U.S.)	nr90000958
171	Spain	Ejército Popular de la República	British Battalion	NULL	NULL	NULL	237	NULL	Spain. Ejército Popular de la República. British Battalion	n98036771
174	Communist Party of the United States of America (New York)	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist Party of the United States of America (New York)	nr93013304
175	Susan Saxe Defense Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	Susan Saxe Defense Committee	no2006066593
176	National Committee for Independent Political Action	NULL	NULL	NULL	NULL	NULL	237	NULL	National Committee for Independent Political Action	no96033069
179	Tri-State Mining District	NULL	NULL	NULL	NULL	NULL	237	NULL	Tri-State Mining District	no2007053141
180	International Typographical Union	Local 2 (Philadelphia, Pa.)	NULL	NULL	NULL	NULL	237	NULL	International Typographical Union. Local 2 (Philadelphia, Pa.)	no2009066041
181	Rollins College (Winter Park, Fla.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Rollins College (Winter Park, Fla.)	n50078165
182	Socialist Party of Philadelphia	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialist Party of Philadelphia	nr98038790
184	Socialist Party of Pennsylvania	NULL	NULL	NULL	NULL	NULL	237	NULL	Socialist Party of Pennsylvania	nr98002647
187	Chinese Hand Laundry Alliance of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Chinese Hand Laundry Alliance of New York	n92024811
188	Coalition of Labor Union Women (U.S.)	NULL	NULL	NULL	NULL	NULL	237	242	Coalition of Labor Union Women (U.S.)	n81126486
191	Committees of Correspondence (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Committees of Correspondence (U.S.)	no2008069404
192	American Workers Party	NULL	NULL	NULL	NULL	NULL	237	NULL	American Workers Party	nr98034473
193	International Union, United Automobile Workers of America (CIO)	NULL	NULL	NULL	NULL	NULL	237	NULL	International Union, United Automobile Workers of America (CIO)	n80073735
195	Mechanics Educational Society of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Mechanics Educational Society of America	no93007476
196	University of Pittsburgh	NULL	NULL	NULL	NULL	NULL	237	NULL	University of Pittsburgh	n79054721
198	American Business Consultants	NULL	NULL	NULL	NULL	NULL	237	NULL	American Business Consultants	nr93026734
204	American Telephone and Telegraph Company	Long Lines Department	NULL	NULL	NULL	NULL	237	NULL	American Telephone and Telegraph Company. Long Lines Department	n83227732
207	National Federation of Telephone Workers	NULL	NULL	NULL	NULL	NULL	237	NULL	National Federation of Telephone Workers	n81085569
212	New York (N.Y.)	Human Resources Administration	NULL	NULL	NULL	NULL	237	NULL	New York (N.Y.). Human Resources Administration	n50026403
216	American Telephone and Telegraph Company	NULL	NULL	NULL	NULL	NULL	237	NULL	American Telephone and Telegraph Company	n80014461
219	Air-India	NULL	NULL	NULL	NULL	NULL	237	NULL	Air-India	n50054785
220	ITT Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	ITT Corporation	no2002025039
221	Western Union Telegraph Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Western Union Telegraph Company	n50060646
226	Negro Actors Guild of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Negro Actors Guild of America	n96061969
227	American Railway Union	NULL	NULL	NULL	NULL	NULL	237	NULL	American Railway Union	n88644329
228	Brotherhood of Locomotive Firemen (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Brotherhood of Locomotive Firemen (U.S.)	n86020629
229	Eugene V. Debs Foundation	NULL	NULL	NULL	NULL	NULL	237	NULL	Eugene V. Debs Foundation	nr96041444
230	Amalgamated Clothing Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Amalgamated Clothing Workers of America	n81063160
231	American Association for Labor Legislation	NULL	NULL	NULL	NULL	NULL	237	NULL	American Association for Labor Legislation	no95017849
233	Labor Research Association (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Labor Research Association (U.S.)	n84022628
234	National Maritime Union of America	Education Department	NULL	NULL	NULL	NULL	237	NULL	National Maritime Union of America. Education Department	n90652010
235	Rand School of Social Science	Department of Labor Research	NULL	NULL	NULL	NULL	237	NULL	Rand School of Social Science. Department of Labor Research	n88657423
244	Bell Telephone Laboratories	NULL	NULL	NULL	NULL	NULL	237	NULL	Bell Telephone Laboratories	n79093275
245	Bell Telephone Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Bell Telephone Company	n86114797
246	ITT World Communications Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	ITT World Communications Inc.	n78043687
247	New York Telephone Company	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Telephone Company	n50075344
248	New Jersey Bell	NULL	NULL	NULL	NULL	NULL	237	NULL	New Jersey Bell	n82049649
250	Communist Party of the United States of America (Calif.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Communist Party of the United States of America (Calif.)	n89607739
252	American Civil Liberties Union of Southern California	NULL	NULL	NULL	NULL	NULL	237	NULL	American Civil Liberties Union of Southern California	n86021836
253	American Civil Liberties Union of Washington	NULL	NULL	NULL	NULL	NULL	237	NULL	American Civil Liberties Union of Washington	n79139694
254	American Trial Lawyers Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Trial Lawyers Association	n50073148
256	American Bar Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Bar Association	n78083441
257	American Civil Liberties Union	NULL	NULL	NULL	NULL	NULL	237	NULL	American Civil Liberties Union	n79079580
258	American Jewish Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	American Jewish Committee	n80013613
259	American Jewish Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	American Jewish Congress	n50062356
260	Arthur Garfield Hays Civil Liberties Program	NULL	NULL	NULL	NULL	NULL	237	NULL	Arthur Garfield Hays Civil Liberties Program	no98080416
261	Association of Trial Lawyers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Association of Trial Lawyers of America	n80044461
262	Battery Park City Authority	NULL	NULL	NULL	NULL	NULL	237	NULL	Battery Park City Authority	n88601278
263	British Institute of Human Rights	NULL	NULL	NULL	NULL	NULL	237	NULL	British Institute of Human Rights	n83074935
264	Center for International Policy (Washington, D.C.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Center for International Policy (Washington, D.C.)	n86043362
266	Committee for Public Justice (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Committee for Public Justice (U.S.)	n83071462
267	Congress of Racial Equality	NULL	NULL	NULL	NULL	NULL	237	242	Congress of Racial Equality	n80080481
268	Emergency Civil Liberties Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	Emergency Civil Liberties Committee	no00017222
269	Federation of Protestant Welfare Agencies	NULL	NULL	NULL	NULL	NULL	237	NULL	Federation of Protestant Welfare Agencies	nr95035354
270	Food and Drug Law Institute (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Food and Drug Law Institute (U.S.)	n84051607
271	Harvard Law School	NULL	NULL	NULL	NULL	NULL	237	NULL	Harvard Law School	n80001250
272	International League for the Rights of Man	NULL	NULL	NULL	NULL	NULL	237	NULL	International League for the Rights of Man	n50081181
273	Lawyers Committee for Human Rights (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Lawyers Committee for Human Rights (U.S.)	n85308626
275	National Coalition against Censorship (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Coalition against Censorship (U.S.)	n85054367
276	National Council for Civil Liberties (Great Britain)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Council for Civil Liberties (Great Britain)	n80046342
277	Native American Rights Fund	NULL	NULL	NULL	NULL	NULL	237	NULL	Native American Rights Fund	n50066127
278	New York (N.Y.)	Commission on the Status of Women	NULL	NULL	NULL	NULL	237	NULL	New York (N.Y.). Commission on the Status of Women	n79052081
279	Association of the Bar of the City of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Association of the Bar of the City of New York	n79067885
280	New York (State)	Court of Appeals	NULL	NULL	NULL	NULL	237	NULL	New York (State). Court of Appeals	n50003266
281	New York State Bar Association	NULL	NULL	NULL	NULL	NULL	237	NULL	New York State Bar Association	n79071040
286	Pantheon Books	NULL	NULL	NULL	NULL	NULL	237	NULL	Pantheon Books	n83139886
287	Project on Social Welfare Law (New York University. School of Law)	NULL	NULL	NULL	NULL	NULL	237	NULL	Project on Social Welfare Law (New York University. School of Law)	no99027397
288	Random House (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Random House (Firm)	n80051803
290	Ripon College	NULL	NULL	NULL	NULL	NULL	237	NULL	Ripon College	n88668016
292	Society of American Law Teachers	NULL	NULL	NULL	NULL	NULL	237	NULL	Society of American Law Teachers	n84028564
294	United States	Food and Drug Administration	NULL	NULL	NULL	NULL	237	NULL	United States. Food and Drug Administration	n80126147
299	City University of New York	City College	NULL	NULL	NULL	NULL	237	NULL	City University of New York. City College	n80131983
302	Brooklyn College	NULL	NULL	NULL	NULL	NULL	237	NULL	Brooklyn College	n79063589
304	Fairness & Accuracy in Reporting (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Fairness & Accuracy in Reporting (Organization)	no89007170
308	Women in Fire Suppression (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Women in Fire Suppression (Organization)	no94013254
309	Hebrew National Orphan Home (Yonkers, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Hebrew National Orphan Home (Yonkers, N.Y.)	n2001101820
310	Industrial Workers of the World	NULL	NULL	NULL	NULL	NULL	237	242	Industrial Workers of the World	n80079695
315	Interborough Rapid Transit Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Interborough Rapid Transit Company	nr95044401
316	Trans World Airlines	NULL	NULL	NULL	NULL	NULL	237	NULL	Trans World Airlines	n50080338
317	Pan American Airways Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	Pan American Airways Corporation	n81009271
318	Brooklyn-Manhattan Transit Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Brooklyn-Manhattan Transit Company	n98079704
321	International Brotherhood of Painters and Allied Trades	NULL	NULL	NULL	NULL	NULL	237	NULL	International Brotherhood of Painters and Allied Trades	n80079836
327	Yale University	Institute of Human Relations	NULL	NULL	NULL	NULL	237	NULL	Yale University. Institute of Human Relations	nr94023429
330	Newspaper Guild	NULL	NULL	NULL	NULL	NULL	237	NULL	Newspaper Guild	n83031080
331	American Council on Soviet Relations	NULL	NULL	NULL	NULL	NULL	237	NULL	American Council on Soviet Relations	n92117375
333	Chicago Tribune (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Chicago Tribune (Firm)	n94123889
336	Women's Labour League	NULL	NULL	NULL	NULL	NULL	237	NULL	Women's Labour League	no98092523
337	Women's Social and Political Union (Great Britain)	NULL	NULL	NULL	NULL	NULL	237	NULL	Women's Social and Political Union (Great Britain)	n85007363
338	International Red Cross and Red Crescent Movement	NULL	NULL	NULL	NULL	NULL	237	NULL	International Red Cross and Red Crescent Movement	nr91029304
340	Artists for Victory, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Artists for Victory, Inc.	n82212202
343	National Society of Mural Painters (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Society of Mural Painters (U.S.)	nr98016512
344	American Labor Party of the State of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	American Labor Party of the State of New York	n85223688
345	Center for Voting and Democracy	NULL	NULL	NULL	NULL	NULL	237	NULL	Center for Voting and Democracy	nr96030402
346	Coalition for Free and Open Elections (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Coalition for Free and Open Elections (U.S.)	no96044238
349	Manhattan (New York, N.Y.)	Office of the President	NULL	NULL	NULL	NULL	237	NULL	Manhattan (New York, N.Y.). Office of the President	n82046996
355	Alfred A. Knopf, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Alfred A. Knopf, Inc.	n50062227
357	Provincetown Players	NULL	NULL	NULL	NULL	NULL	237	NULL	Provincetown Players	n81127512
361	Young Communist League of the U.S.	NULL	NULL	NULL	NULL	NULL	237	241	Young Communist League of the U.S.	n82227297
367	Partido Comunista de España	NULL	NULL	NULL	NULL	NULL	237	NULL	Partido Comunista de España	n79079603
369	United States	Federal Aviation Administration	NULL	NULL	NULL	NULL	237	NULL	United States. Federal Aviation Administration	n79034443
370	International Brotherhood of Teamsters, Chauffeurs, Stablemen, and Helpers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	International Brotherhood of Teamsters, Chauffeurs, Stablemen, and Helpers of America	n87890218
371	National Labor Law Center (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Labor Law Center (U.S.)	n82109169
372	Young Circle League of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Young Circle League of America	nr93045346
375	Inter-Union Institute for Labor and Democracy	NULL	NULL	NULL	NULL	NULL	237	NULL	Inter-Union Institute for Labor and Democracy	no90010712
376	Jewish Socialist Federation of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Jewish Socialist Federation of America	n83314465
377	New York School of Philanthropy	NULL	NULL	NULL	NULL	NULL	237	NULL	New York School of Philanthropy	n86076073
379	Veterans of the Abraham Lincoln Brigade	Historical Commission	NULL	NULL	NULL	NULL	237	NULL	Veterans of the Abraham Lincoln Brigade. Historical Commission	n86817573
384	United Hatters of North America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Hatters of North America	n87915518
387	National Farmers' Union (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Farmers' Union (U.S.)	n80110363
388	United Packinghouse, Food, and Allied Workers	NULL	NULL	NULL	NULL	NULL	237	NULL	United Packinghouse, Food, and Allied Workers	n50078769
390	Red International of Labor Unions	NULL	NULL	NULL	NULL	NULL	237	NULL	Red International of Labor Unions	n80146763
396	Wall Street Journal (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Wall Street Journal (Firm)	n79097650
404	New York (State)	Crime Commission	NULL	NULL	NULL	NULL	237	NULL	New York (State). Crime Commission	nr93002579
405	Solidarity (Organization : U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Solidarity (Organization : U.S.)	nr91035495
406	Revolutionary Socialist League	NULL	NULL	NULL	NULL	NULL	237	NULL	Revolutionary Socialist League	n88675062
408	Pan American World Airways, Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Pan American World Airways, Inc.	n81009272
409	Jewish Peoples Fraternal Order of the I.W.O. (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Jewish Peoples Fraternal Order of the I.W.O. (U.S.)	nr96001320
410	Freedomways Associates	NULL	NULL	NULL	NULL	NULL	237	NULL	Freedomways Associates	n85311472
412	Southern Negro Youth Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	Southern Negro Youth Congress	nr96021920
415	Workmen's Circle/Arbeter Ring	NULL	NULL	NULL	NULL	NULL	237	NULL	Workmen's Circle/Arbeter Ring	n83182913
417	American Jewish Joint Distribution Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	American Jewish Joint Distribution Committee	n50079799
418	Jewish Labor Committee (U.S.)	Atran Center for Jewish Culture	NULL	NULL	NULL	NULL	237	NULL	Jewish Labor Committee (U.S.). Atran Center for Jewish Culture	n96065882
422	General Jewish Council (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	General Jewish Council (U.S.)	n85266325
427	Union Theological Seminary (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Union Theological Seminary (New York, N.Y.)	n79073878
428	Columbia University	Teachers College	NULL	NULL	NULL	NULL	237	NULL	Columbia University. Teachers College	n50053030
430	United States	Congress	House. Committee on Internal Security	NULL	NULL	NULL	237	NULL	United States. Congress. House. Committee on Internal Security	n80061061
431	National Miners' Union (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Miners' Union (U.S.)	nr93040794
432	Workers Alliance of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Workers Alliance of America	n81098867
434	New Mobilization Committee to End the War in Vietnam	NULL	NULL	NULL	NULL	NULL	237	NULL	New Mobilization Committee to End the War in Vietnam	n90692243
435	Citizens Emergency Defense Conference (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Citizens Emergency Defense Conference (New York, N.Y.)	n86134591
437	Gilbert Jonas Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Gilbert Jonas Company	n00113314
441	Unitarian Service Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	Unitarian Service Committee	n2009061812
442	International Refugee Organization	NULL	NULL	NULL	NULL	NULL	237	NULL	International Refugee Organization	n82228812
444	American Institute for Free Labor Development	NULL	NULL	NULL	NULL	NULL	237	NULL	American Institute for Free Labor Development	n84221517
447	Partit Socialista Unificat de Catalunya	NULL	NULL	NULL	NULL	NULL	237	NULL	Partit Socialista Unificat de Catalunya	n50082356
449	Amalgamated Clothing and Textile Workers Union	NULL	NULL	NULL	NULL	NULL	237	241	Amalgamated Clothing and Textile Workers Union	n81027796
451	American Legion	NULL	NULL	NULL	NULL	NULL	237	NULL	American Legion	n79041719
452	Civil Rights Congress (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Civil Rights Congress (U.S.)	n86066601
453	New York State Police	NULL	NULL	NULL	NULL	NULL	237	NULL	New York State Police	n87850849
454	American Federation of Teachers	NULL	NULL	NULL	NULL	NULL	237	NULL	American Federation of Teachers	n80049720
